Entity,Code,Year,Fossil fuels (% sub energy)
Uzbekistan,UZB,2018,97.114
Uzbekistan,UZB,2019,96.75
Venezuela,VEN,1965,98.012
Venezuela,VEN,1966,97.993
Venezuela,VEN,1967,97.767
Venezuela,VEN,1968,96.521
Venezuela,VEN,1969,96.005
Venezuela,VEN,1970,94.905
Venezuela,VEN,1971,93.411
Venezuela,VEN,1972,93.037
Venezuela,VEN,1973,93.71
Venezuela,VEN,1974,92.466
Venezuela,VEN,1975,91.6
Venezuela,VEN,1976,90.897
Venezuela,VEN,1977,90.607
Venezuela,VEN,1978,90.756
Venezuela,VEN,1979,90.236
Venezuela,VEN,1980,91.067
Venezuela,VEN,1981,91.094
Venezuela,VEN,1982,90.845
Venezuela,VEN,1983,89.497
Venezuela,VEN,1984,88.449
Venezuela,VEN,1985,87.411
Venezuela,VEN,1986,86.979
Venezuela,VEN,1987,83.995
Venezuela,VEN,1988,82.949
Venezuela,VEN,1989,82.861
Venezuela,VEN,1990,82.79
Venezuela,VEN,1991,79.367
Venezuela,VEN,1992,79.772
Venezuela,VEN,1993,79.462
Venezuela,VEN,1994,79.566
Venezuela,VEN,1995,80.1
Venezuela,VEN,1996,78.608
Venezuela,VEN,1997,78.477
Venezuela,VEN,1998,79.487
Venezuela,VEN,1999,77.748
Venezuela,VEN,2000,77.358
Venezuela,VEN,2001,79.603
Venezuela,VEN,2002,79.995
Venezuela,VEN,2003,77.493
Venezuela,VEN,2004,76.769
Venezuela,VEN,2005,75.664
Venezuela,VEN,2006,77.026
Venezuela,VEN,2007,76.855
Venezuela,VEN,2008,76.759
Venezuela,VEN,2009,77.036
Venezuela,VEN,2010,78.382
Venezuela,VEN,2011,77.71
Venezuela,VEN,2012,79.08
Venezuela,VEN,2013,78.243
Venezuela,VEN,2014,78.871
Venezuela,VEN,2015,79.708
Venezuela,VEN,2016,81.312
Venezuela,VEN,2017,81.306
Venezuela,VEN,2018,79.22
Venezuela,VEN,2019,74.609
Vietnam,VNM,1965,96.787
Vietnam,VNM,1966,97.893
Vietnam,VNM,1967,98.314
Vietnam,VNM,1968,98.185
Vietnam,VNM,1969,98.272
Vietnam,VNM,1970,98.159
Vietnam,VNM,1971,97.887
Vietnam,VNM,1972,98.502
Vietnam,VNM,1973,98.588
Vietnam,VNM,1974,98.1
Vietnam,VNM,1975,97.965
Vietnam,VNM,1976,96.08
Vietnam,VNM,1977,96.052
Vietnam,VNM,1978,94.922
Vietnam,VNM,1979,94.107
Vietnam,VNM,1980,92.329
Vietnam,VNM,1981,92.249
Vietnam,VNM,1982,92.489
Vietnam,VNM,1983,94.374
Vietnam,VNM,1984,92.701
Vietnam,VNM,1985,93.218
Vietnam,VNM,1986,94.102
Vietnam,VNM,1987,94.853
Vietnam,VNM,1988,93.332
Vietnam,VNM,1989,84.898
Vietnam,VNM,1990,80.336
Vietnam,VNM,1991,77.215
Vietnam,VNM,1992,76.12
Vietnam,VNM,1993,76.952
Vietnam,VNM,1994,76.048
Vietnam,VNM,1995,76.375
Vietnam,VNM,1996,76.637
Vietnam,VNM,1997,80.38
Vietnam,VNM,1998,82.738
Vietnam,VNM,1999,79.224
Vietnam,VNM,2000,80.721
Vietnam,VNM,2001,78.774
Vietnam,VNM,2002,80.757
Vietnam,VNM,2003,81.52
Vietnam,VNM,2004,85.914
Vietnam,VNM,2005,87.693
Vietnam,VNM,2006,84.044
Vietnam,VNM,2007,83.472
Vietnam,VNM,2008,84.705
Vietnam,VNM,2009,82.765
Vietnam,VNM,2010,85.653
Vietnam,VNM,2011,81.978
Vietnam,VNM,2012,77.863
Vietnam,VNM,2013,77.622
Vietnam,VNM,2014,78.15
Vietnam,VNM,2015,81.939
Vietnam,VNM,2016,80.693
Vietnam,VNM,2017,75.823
Vietnam,VNM,2018,79.565
Vietnam,VNM,2019,84.784
World,OWID_WRL,1965,93.769
World,OWID_WRL,1966,93.653
World,OWID_WRL,1967,93.714
World,OWID_WRL,1968,93.705
World,OWID_WRL,1969,93.723
World,OWID_WRL,1970,93.74
World,OWID_WRL,1971,93.583
World,OWID_WRL,1972,93.458
World,OWID_WRL,1973,93.511
World,OWID_WRL,1974,92.74
World,OWID_WRL,1975,92.275
World,OWID_WRL,1976,92.429
World,OWID_WRL,1977,92.096
World,OWID_WRL,1978,91.576
World,OWID_WRL,1979,91.466
World,OWID_WRL,1980,91.04
World,OWID_WRL,1981,90.391
World,OWID_WRL,1982,89.917
World,OWID_WRL,1983,89.336
World,OWID_WRL,1984,88.82
World,OWID_WRL,1985,88.189
World,OWID_WRL,1986,87.969
World,OWID_WRL,1987,87.832
World,OWID_WRL,1988,87.599
World,OWID_WRL,1989,87.665
World,OWID_WRL,1990,87.385
World,OWID_WRL,1991,87.026
World,OWID_WRL,1992,87.052
World,OWID_WRL,1993,86.536
World,OWID_WRL,1994,86.518
World,OWID_WRL,1995,86.145
World,OWID_WRL,1996,86.211
World,OWID_WRL,1997,86.222
World,OWID_WRL,1998,86.112
World,OWID_WRL,1999,86.031
World,OWID_WRL,2000,86.066
World,OWID_WRL,2001,86.249
World,OWID_WRL,2002,86.323
World,OWID_WRL,2003,86.947
World,OWID_WRL,2004,86.824
World,OWID_WRL,2005,86.999
World,OWID_WRL,2006,86.996
World,OWID_WRL,2007,87.28
World,OWID_WRL,2008,86.918
World,OWID_WRL,2009,86.652
World,OWID_WRL,2010,86.574
World,OWID_WRL,2011,86.778
World,OWID_WRL,2012,86.788
World,OWID_WRL,2013,86.447
World,OWID_WRL,2014,86.094
World,OWID_WRL,2015,85.839
World,OWID_WRL,2016,85.459
World,OWID_WRL,2017,85.123
World,OWID_WRL,2018,84.846
World,OWID_WRL,2019,84.32
