Entity,Code,Year,Coal Production - TWh,Oil Production - TWh,Gas Production - TWh
Denmark,DNK,1973,,1.70024700101,0
Denmark,DNK,1974,,1.13349799292,0
Denmark,DNK,1975,,1.70024700101,0
Denmark,DNK,1976,,2.27320694082,0
Denmark,DNK,1977,,5.667489987860001,0
Denmark,DNK,1978,,4.53399199494,0
Denmark,DNK,1979,,4.53399199494,0
Denmark,DNK,1980,,3.40981041123,0
Denmark,DNK,1981,,8.50123498179,0
Denmark,DNK,1982,,19.26946594942,0
Denmark,DNK,1983,,24.37020694082,0
Denmark,DNK,1984,,26.710181572080003,2.4186
Denmark,DNK,1985,,34.00493991553,11.69685
Denmark,DNK,1986,,41.93942590086,19.838775
Denmark,DNK,1987,,52.707656880120005,25.2858375
Denmark,DNK,1988,,54.55696662620001,24.9730875
Denmark,DNK,1989,,63.47588784775001,32.0256
Denmark,DNK,1990,,68.57662883915,32.703225
Denmark,DNK,1991,,80.47835781133,41.08823361111111
Denmark,DNK,1992,,89.22337249115,42.79899555555556
Denmark,DNK,1993,,95.21383177744,46.95290111111111
Denmark,DNK,1994,,104.84856475215,50.87366027777777
Denmark,DNK,1995,,105.41531374861,55.08505083333333
Denmark,DNK,1996,,118.20676106220002,66.93522222222222
Denmark,DNK,1997,,130.352269651,81.939125
Denmark,DNK,1998,,134.8862616692,78.86699805555556
Denmark,DNK,1999,,169.4579505463,80.85002416666667
Denmark,DNK,2000,,206.29352998990004,84.99486305555556
Denmark,DNK,2001,,197.2286515124,87.38350055555556
Denmark,DNK,2002,,210.2638784775,88.42309583333332
Denmark,DNK,2003,,208.5636315579,83.76553777777778
Denmark,DNK,2004,,221.6376769044,98.75830833333332
Denmark,DNK,2005,,215.3507329,109.13009388888888
Denmark,DNK,2006,,195.8336158,108.42959027777778
Denmark,DNK,2007,,176.41371387,96.15170555555557
Denmark,DNK,2008,,163.23248121000003,104.9011561111111
Denmark,DNK,2009,,150.06108753,87.56751916666666
Denmark,DNK,2010,,141.38097888,85.35938777777778
Denmark,DNK,2011,,127.2394106,68.57122944444444
Denmark,DNK,2012,,116.06729533,59.911949444444446
Denmark,DNK,2013,,100.98219678,49.73585416666667
Denmark,DNK,2014,,94.55665667,48.006543333333326
Denmark,DNK,2015,,89.43251356,47.9354525
Denmark,DNK,2016,,80.53046962,47.00102638888888
Denmark,DNK,2017,,78.35092621000001,50.50028638888889
Denmark,DNK,2018,,65.67300506,42.927613888888885
Denmark,DNK,2019,,58.35043142000001,32.02556777777777
Denmark,DNK,2020,,40.9373674,13.796929722222222
Denmark,DNK,1970,,,0
Denmark,DNK,1971,,,0
Ecuador,ECU,1965,,4.98672540252,
Ecuador,ECU,1966,,4.36338473302,
Ecuador,ECU,1967,,3.74004405189,
Ecuador,ECU,1968,,3.1252422912100006,
Ecuador,ECU,1969,,2.49336270126,
Ecuador,ECU,1970,,2.49336270126,
Ecuador,ECU,1971,,2.49336270126,
Ecuador,ECU,1972,,48.75377974055001,
Ecuador,ECU,1973,,130.2782012048,
Ecuador,ECU,1974,,110.33129955983,
Ecuador,ECU,1975,,100.35784875479,
Ecuador,ECU,1976,,117.5091101588,
Ecuador,ECU,1977,,114.43728757443,
Ecuador,ECU,1978,,126.6467043972,
Ecuador,ECU,1979,,134.12679243120002,
Ecuador,ECU,1980,,128.243778563,
Ecuador,ECU,1981,,132.2567704227,
Ecuador,ECU,1982,,132.2567704227,
Ecuador,ECU,1983,,149.08696873180003,
Ecuador,ECU,1984,,162.1639513511,
Ecuador,ECU,1985,,177.04700063180002,
Ecuador,ECU,1986,,184.5270887821,
Ecuador,ECU,1987,,109.19316546512,
Ecuador,ECU,1988,,191.90817551070003,
Ecuador,ECU,1989,,177.24584630130002,
Ecuador,ECU,1990,,180.5296479769,
Ecuador,ECU,1991,,189.6223614638,
Ecuador,ECU,1992,,203.0097904185,
Ecuador,ECU,1993,,217.78123903330004,
Ecuador,ECU,1994,,239.5981626984,
Ecuador,ECU,1995,,244.21894417310003,
Ecuador,ECU,1996,,243.3798383938,
Ecuador,ECU,1997,,245.2082288402,
Ecuador,ECU,1998,,237.7281406899,
Ecuador,ECU,1999,,236.4814593509,
Ecuador,ECU,2000,,251.1202229239,
Ecuador,ECU,2001,,254.7974868053,
Ecuador,ECU,2002,,245.0814327652,
Ecuador,ECU,2003,,261.28829028850004,
Ecuador,ECU,2004,,329.50938206110004,
Ecuador,ECU,2005,,332.3491273093,
Ecuador,ECU,2006,,334.6427825348,
Ecuador,ECU,2007,,319.3138734789,
Ecuador,ECU,2008,,316.20746279770003,
Ecuador,ECU,2009,,303.71644295830004,
Ecuador,ECU,2010,,303.7296931336,
Ecuador,ECU,2011,,311.7919327965,
Ecuador,ECU,2012,,315.1510605865,
Ecuador,ECU,2013,,328.463527911,
Ecuador,ECU,2014,,346.9226857754,
Ecuador,ECU,2015,,338.5331172039,
Ecuador,ECU,2016,,342.77146950490004,
Ecuador,ECU,2017,,331.18873812800007,
Ecuador,ECU,2018,,322.4165111555,
Ecuador,ECU,2019,,330.99574851240004,
Ecuador,ECU,2020,,299.62999439040004,
Egypt,EGY,1965,,75.33914,
Egypt,EGY,1966,,72.76891,
Egypt,EGY,1967,,64.90703,
Egypt,EGY,1968,,99.75051,
Egypt,EGY,1969,,142.99085,
Egypt,EGY,1970,,190.77852,0.818125
Egypt,EGY,1971,,173.89176,0.818125
Egypt,EGY,1972,,124.67360000000002,0.683375
Egypt,EGY,1973,,98.61077,0.5486249999999999
Egypt,EGY,1974,,86.67839000000001,0.5775
Egypt,EGY,1975,,136.46642,0.48125
Egypt,EGY,1976,,193.1743,3.6575
Egypt,EGY,1977,,243.067,4.427499999999999
Egypt,EGY,1978,,292.95970000000005,7.1225
Egypt,EGY,1979,,304.00820000000004,10.78
Egypt,EGY,1980,,346.3414,20.9825
Egypt,EGY,1981,,373.92776,23.485
Egypt,EGY,1982,,387.44182,25.69875
Egypt,EGY,1983,,423.6809,30.12625
Egypt,EGY,1984,,486.55268,38.6925
Egypt,EGY,1985,,524.1292100000001,47.45125
Egypt,EGY,1986,,478.40005,54.67
Egypt,EGY,1987,,537.8758700000001,60.44499999999999
Egypt,EGY,1988,,514.4414200000001,66.60499999999999
Egypt,EGY,1989,,517.7792300000001,74.4975
Egypt,EGY,1990,,529.1533700000001,77.67375000000001
Egypt,EGY,1991,,528.2113400000001,87.395
Egypt,EGY,1992,,534.80555,94.5175
Egypt,EGY,1993,,552.73901,108.66625
Egypt,EGY,1994,,540.76011,116.4625
Egypt,EGY,1995,,541.81844,120.3125
Egypt,EGY,1996,,524.2804,128.0125
Egypt,EGY,1997,,509.30096,130.9
Egypt,EGY,1998,,499.64806,134.75
Egypt,EGY,1999,,481.02843,161.7
Egypt,EGY,2000,,452.60544815610007,202.125
Egypt,EGY,2001,,437.28907938030005,242.55
Egypt,EGY,2002,,433.1077880461,262.7625
Egypt,EGY,2003,,431.1529312352,289.7125
Egypt,EGY,2004,,405.1968382351001,317.625
Egypt,EGY,2005,,385.7354831472,409.0625
Egypt,EGY,2006,,385.67053169060006,526.4875
Egypt,EGY,2007,,393.2103000000001,536.01625
Egypt,EGY,2008,,403.0303377538,567.58625
Egypt,EGY,2009,,410.0738,603.39125
Egypt,EGY,2010,,407.3989,590.2049999999999
Egypt,EGY,2011,,402.38626986570006,591.4328083333334
Egypt,EGY,2012,,403.8643936708,585.9818147222222
Egypt,EGY,2013,,399.61904580850006,539.6483688888889
Egypt,EGY,2014,,408.68049448270006,469.6104875
Egypt,EGY,2015,,412.06253,425.90625
Egypt,EGY,2016,,393.50105,402.5175
Egypt,EGY,2017,,374.23014,488.12648666666666
Egypt,EGY,2018,,381.97572,585.5832658333334
Egypt,EGY,2019,,369.97356,649.3869669444445
Egypt,EGY,2020,,348.9210608833,584.6543211111111
Equatorial Guinea,GNQ,1992,,1.15510990562,
Equatorial Guinea,GNQ,1993,,2.87988466967,
Equatorial Guinea,GNQ,1994,,2.87988466967,
Equatorial Guinea,GNQ,1995,,4.031838530560001,
Equatorial Guinea,GNQ,1996,,9.81843419777,
Equatorial Guinea,GNQ,1997,,34.55861601278,
Equatorial Guinea,GNQ,1998,,47.80608547698,
Equatorial Guinea,GNQ,1999,,57.59769334688,
Equatorial Guinea,GNQ,2000,,66.25600878411001,
Equatorial Guinea,GNQ,2001,,108.79906355117,
Equatorial Guinea,GNQ,2002,,129.11416718150002,
Equatorial Guinea,GNQ,2003,,147.95904015980005,
Equatorial Guinea,GNQ,2004,,192.6125850723,
Equatorial Guinea,GNQ,2005,,203.1589281887,
Equatorial Guinea,GNQ,2006,,200.56953473990004,
Equatorial Guinea,GNQ,2007,,206.197162298,
Equatorial Guinea,GNQ,2008,,204.4630263725,
Equatorial Guinea,GNQ,2009,,181.9101186262,
Equatorial Guinea,GNQ,2010,,168.11338054400002,
Equatorial Guinea,GNQ,2011,,164.84420894320002,
Equatorial Guinea,GNQ,2012,,176.35040910510003,
Equatorial Guinea,GNQ,2013,,153.9201281951,
Equatorial Guinea,GNQ,2014,,154.4375773657,
Equatorial Guinea,GNQ,2015,,140.7707959273,
Equatorial Guinea,GNQ,2016,,120.3029812209,
Equatorial Guinea,GNQ,2017,,104.27126556630002,
Equatorial Guinea,GNQ,2018,,94.4700191013,
Equatorial Guinea,GNQ,2019,,86.00617295294,
Equatorial Guinea,GNQ,2020,,87.10810831212001,
Europe,,1981,5238.366716666666,1757.599046939,2247.767598888889
Europe,,1982,5477.785744444444,1955.751880123,2122.384868055555
Europe,,1983,5407.022272222222,2194.7798974230004,2168.8894508333333
Europe,,1984,4968.0937277777775,2380.0263381070004,2201.5805966666667
Europe,,1985,6525.848208333333,2527.253888948,2677.334068611111
Europe,,1986,6651.0654583333335,2571.8604236560004,2583.555363888889
Europe,,1987,6548.6291,2618.4284439260005,2599.444615
Europe,,1988,6463.784527777778,2593.9854019470004,2455.135587777778
Europe,,1989,6209.885686111111,2527.885561931,2476.221824722222
Europe,,1990,5708.1919638888885,2595.159837726,2431.9616516666665
Europe,,1991,5181.325841666666,2724.631486103,2513.859283055556
Europe,,1992,4914.369144444444,2900.3769936710005,2478.820799166667
Europe,,1993,4464.545394444444,3035.572565192,2578.5210819444446
Europe,,1994,4058.7859388888887,3524.7891734500004,2580.1137633333333
Europe,,1995,4019.883475,3665.564016501,2662.659905277778
Europe,,1996,3813.3382888888887,3851.3584732520007,2999.393752777777
Europe,,1997,3814.891444444445,3851.19667204,2955.277261111111
Europe,,1998,3493.5919805555554,3818.038768645,2944.975663888889
Europe,,1999,3350.397955555555,3878.548691029001,3025.497733333333
Europe,,2000,3228.2933916666666,3902.602779288,3099.250230555556
Europe,,2001,3203.836263888889,3794.650108281,3138.9386194444446
Europe,,2002,3175.918788888889,3771.054953778,3227.378580555556
Europe,,2003,3151.6934861111117,3609.502423742,3261.504355555556
Europe,,2004,3053.600338888889,3453.300124016,3374.097275
Europe,,2005,2987.383641666667,3177.9885989530007,3275.803947222222
Europe,,2006,2976.6171944444445,2938.489436397,3203.7170277777777
Europe,,2007,2920.106113888889,2795.347947659,3062.6919944444444
Europe,,2008,2853.008930555556,2661.589835997,3204.377325
Europe,,2009,2697.934290277778,2513.466614662,3035.691552777778
Europe,,2010,2666.6173622222223,2325.5661626210003,3101.243930555556
Europe,,2011,2761.2154016666664,2122.002103266,2848.079633333333
Europe,,2012,2767.8093025000003,1949.956291756,2875.1141388888886
Europe,,2013,2620.927375833333,1849.279332467,2800.2515055555555
Europe,,2014,2389.9070069444447,1858.033380005,2660.8081375
Europe,,2015,2193.2798544444445,1937.772366486,2608.4273638888885
Europe,,2016,2099.774642222222,1952.313100789,2599.3404541666664
Europe,,2017,2014.8277955555557,1919.237685495,2626.812772777778
Europe,,2018,2022.1988172222225,1899.605175535,2514.218800277777
Europe,,2019,1799.7942075,1840.14516652,2352.054006388889
Europe,,2020,1536.7577077777778,1943.03048487,2185.693926388889
Europe,,1965,,453.63978,
Europe,,1966,,460.85038,
Europe,,1967,,475.85308,
Europe,,1968,,482.86597,
Europe,,1969,,488.97172,
Europe,,1970,,488.33207,1049.3088080555556
Europe,,1971,,484.0729401225,1281.8326163888887
Europe,,1972,,501.8046828897,1543.8270130555554
Europe,,1973,,504.69190086750007,1736.8256644444446
Europe,,1974,,507.4558718974001,1929.1466869444444
Europe,,1975,,608.6303303713,2006.3243319444443
Europe,,1976,,778.1524246707,2134.545276388889
Europe,,1977,,1079.1360184791,2196.8155358333333
Europe,,1978,,1296.867241767,2246.972441944444
Europe,,1979,,1596.68703799,2321.841509444444
Europe,,1980,,1667.484061719,2285.5455997222225
European Union,,1981,4110.3745944444445,341.9914849469,1615.1256330555557
European Union,,1982,4352.655925,370.73969590290005,1492.9110608333333
European Union,,1983,4299.359844444444,404.1711168943,1531.7122938888888
European Union,,1984,4325.908141666667,407.48801161860007,1551.0483813888889
European Union,,1985,4449.041141666667,420.3884299039,1568.337648888889
European Union,,1986,4432.538011111111,431.0559658776,1480.4048108333334
European Union,,1987,4359.998408333333,440.7658668336,1491.4461122222222
European Union,,1988,4302.673483333333,448.3371366262001,1392.8855924999998
European Union,,1989,4119.911838888889,438.1712279059001,1435.4434519444444
European Union,,1990,3713.3926138888887,443.039368781,1426.0217527777777
European Union,,1991,3352.3765611111107,433.8791677997,1493.6142730555557
European Union,,1992,3196.2822416666663,430.1800825493,1473.3147530555557
European Union,,1993,3003.1359583333333,426.8432818007,1504.7973480555556
European Union,,1994,2878.9068888888887,447.71259481030006,1454.4899730555553
European Union,,1995,2875.8185777777776,437.9751637835,1474.7289533333333
European Union,,1996,2808.7852722222224,436.2174810622,1576.499459722222
European Union,,1997,2776.5688138888886,441.4210426510001,1456.4752755555555
European Union,,1998,2479.3987691666666,436.3695886692,1391.1379902777778
European Union,,1999,2382.3116469444444,451.8087645463,1333.448175
European Union,,2000,2295.4443069444446,482.1989979899001,1298.4620294444444
European Union,,2001,2262.647463055556,468.3669825124,1324.551731666667
European Union,,2002,2254.6306619444445,506.7556094775,1306.9660872222223
European Union,,2003,2248.508532222222,503.3550565579,1267.1528138888889
European Union,,2004,2180.7293983333334,505.17126190440007,1375.5832130555557
European Union,,2005,2150.835902777778,490.1378601,1292.110078888889
European Union,,2006,2110.723325555556,455.00807276,1275.0154491666667
European Union,,2007,2047.504086388889,433.0936869037,1200.6733822222222
European Union,,2008,1945.2554158333328,402.5454589797001,1268.5030525
European Union,,2009,1821.459388055556,368.293976334,1176.4107505555555
European Union,,2010,1792.9378238888887,354.4261682522,1255.6502183333334
European Union,,2011,1823.7548325,339.9092751003,1174.5337844444446
European Union,,2012,1829.3083383333333,325.50151565870004,1139.4166172222222
European Union,,2013,1734.3088597222222,318.1487800789,1139.2518455555555
European Union,,2014,1663.2110180555555,313.7751138909,999.2236136111112
European Union,,2015,1618.1889150000002,304.0013459758,842.7531466666666
European Union,,2016,1510.7558627777778,268.0054345057,823.4769111111111
European Union,,2017,1497.679344722222,263.83573269910005,767.7032733333333
European Union,,2018,1445.8171225,254.541540627,688.1266591666666
European Union,,2019,1265.4493222222222,235.2928356697,610.6591105555555
European Union,,2020,1051.8224433333332,224.4630948067,478.0548675
European Union,,1965,,401.09544,
European Union,,1966,,399.86266,
European Union,,1967,,403.54937,
European Union,,1968,,403.3284,
European Union,,1969,,399.2695300000001,
European Union,,1970,,394.55938,929.8413830555556
European Union,,1971,,383.52251,1088.028711388889
European Union,,1972,,377.20428350530005,1266.7448955555556
European Union,,1973,,377.8377070359,1435.2010544444445
European Union,,1974,,383.3650779464,1567.4130019444442
European Union,,1975,,382.5129670359,1630.5304794444446
European Union,,1976,,379.6783368943,1734.6768563888888
European Union,,1977,,371.6054399646,1752.0059483333332
European Union,,1978,,361.8192220182,1703.9498877777778
European Union,,1979,,348.4447220182,1711.5575588888887
European Union,,1980,,340.66818039960003,1649.6065611111112
Gabon,GAB,1965,,14.71195,
Gabon,GAB,1966,,16.82861,
Gabon,GAB,1967,,40.06535,
Gabon,GAB,1968,,53.97483,
Gabon,GAB,1969,,58.46401000000001,
Gabon,GAB,1970,,63.06949,
Gabon,GAB,1971,,67.39585000000001,
Gabon,GAB,1972,,73.30389000000001,
Gabon,GAB,1973,,88.35311000000002,
Gabon,GAB,1974,,118.64926,
Gabon,GAB,1975,,131.59345,
Gabon,GAB,1976,,131.69812000000002,
Gabon,GAB,1977,,131.03521,
Gabon,GAB,1978,,123.278,
Gabon,GAB,1979,,113.95074,
Gabon,GAB,1980,,103.44885,
Gabon,GAB,1981,,88.99276,
Gabon,GAB,1982,,90.62096,
Gabon,GAB,1983,,91.51647,
Gabon,GAB,1984,,101.5299,
Gabon,GAB,1985,,100.32038,
Gabon,GAB,1986,,96.47085,
Gabon,GAB,1987,,89.88827,
Gabon,GAB,1988,,103.41396,
Gabon,GAB,1989,,118.94001000000002,
Gabon,GAB,1990,,156.92359000000002,
Gabon,GAB,1991,,171.05404,
Gabon,GAB,1992,,168.07676,
Gabon,GAB,1993,,177.04349000000002,
Gabon,GAB,1994,,195.81431,
Gabon,GAB,1995,,206.50228,
Gabon,GAB,1996,,212.2475,
Gabon,GAB,1997,,211.59622,
Gabon,GAB,1998,,195.94224,
Gabon,GAB,1999,,197.41925000000003,
Gabon,GAB,2000,,160.7135540475,
Gabon,GAB,2001,,152.1445827242,
Gabon,GAB,2002,,148.66035567620003,
Gabon,GAB,2003,,159.1130369365,
Gabon,GAB,2004,,158.9666675715,
Gabon,GAB,2005,,156.98190944910002,
Gabon,GAB,2006,,140.4957082809,
Gabon,GAB,2007,,142.5953616156,
Gabon,GAB,2008,,139.50262572100002,
Gabon,GAB,2009,,139.9499621573,
Gabon,GAB,2010,,135.4173892317,
Gabon,GAB,2011,,137.2100240572,
Gabon,GAB,2012,,128.773482032,
Gabon,GAB,2013,,123.92524683230002,
Gabon,GAB,2014,,122.4734855623,
Gabon,GAB,2015,,124.0036419874,
Gabon,GAB,2016,,128.4875749966,
Gabon,GAB,2017,,121.98627450800002,
Gabon,GAB,2018,,112.33554618953,
Gabon,GAB,2019,,126.4954450824,
Gabon,GAB,2020,,120.5351655647,
Germany,DEU,1981,1731.1663522222225,,189.32575
Germany,DEU,1982,1738.716392777778,,166.2025
Germany,DEU,1983,1642.87059,,183.713
Germany,DEU,1984,1662.8279141666667,,180.5255
Germany,DEU,1985,1728.615478888889,,171.077
Germany,DEU,1986,1669.0493625,,140.1515
Germany,DEU,1987,1616.066233888889,,157.3055
Germany,DEU,1988,1603.5988458333334,,146.38425
Germany,DEU,1989,1530.111064166667,,153.2025
Germany,DEU,1990,1454.1818855555557,,150.24625
Germany,DEU,1991,1234.5307444444445,,153.95282277777775
Germany,DEU,1992,1135.4910716666668,,156.159685
Germany,DEU,1993,1021.6923783333332,,155.40354888888888
Germany,DEU,1994,941.4317369444444,,162.9209483333333
Germany,DEU,1995,919.3460666666666,,168.1171858333333
Germany,DEU,1996,860.4739705555555,,182.06174194444444
Germany,DEU,1997,824.1913297222221,,178.96685944444442
Germany,DEU,1998,756.0475836111111,,174.86965694444444
Germany,DEU,1999,735.9454858333334,,186.78319638888888
Germany,DEU,2000,706.0866816666667,,176.65448972222222
Germany,DEU,2001,677.5280352777778,,178.33381527777777
Germany,DEU,2002,679.461833611111,,177.86782444444444
Germany,DEU,2003,672.2003911111111,,185.15662444444445
Germany,DEU,2004,679.3446761111112,,171.33516027777776
Germany,DEU,2005,657.9307961111111,,165.4267483333333
Germany,DEU,2006,620.4535169444445,,163.42210833333334
Germany,DEU,2007,632.8358797222222,,149.69735916666667
Germany,DEU,2008,582.6158280555555,,136.35067833333332
Germany,DEU,2009,539.8027386111111,,127.46168305555555
Germany,DEU,2010,533.7950008333333,,111.23992666666666
Germany,DEU,2011,543.4825008333333,,104.6545088888889
Germany,DEU,2012,555.5952786111111,,94.613725
Germany,DEU,2013,524.7561119444445,,86.04125194444444
Germany,DEU,2014,513.2765091666666,,80.82743
Germany,DEU,2015,497.90944527777776,,75.24433222222223
Germany,DEU,2016,460.9722230555556,,69.23041277777777
Germany,DEU,2017,458.4444875,,63.76161444444445
Germany,DEU,2018,439.4076233333333,,55.41774083333333
Germany,DEU,2019,330.5277783333333,,53.30759361111112
Germany,DEU,2020,272.0000005555556,,44.97251222222222
Germany,DEU,1970,,,120.12975
Germany,DEU,1971,,,147.99725
Germany,DEU,1972,,,177.18574999999998
Germany,DEU,1973,,,198.3745
Germany,DEU,1974,,,206.037
Germany,DEU,1975,,,191.252
Germany,DEU,1976,,,197.20975
Germany,DEU,1977,,,196.066
Germany,DEU,1978,,,202.7125
Germany,DEU,1979,,,203.00475
Germany,DEU,1980,,,184.8155
Greece,GRC,1981,40.44723277777778,,
Greece,GRC,1982,42.38204611111111,,
Greece,GRC,1983,46.24902111111111,,
Greece,GRC,1984,50.270675,,
Greece,GRC,1985,56.265614444444445,,
Greece,GRC,1986,58.79976805555555,,
Greece,GRC,1987,69.42046555555555,,
Greece,GRC,1988,73.11574333333333,,
Greece,GRC,1989,82.81957694444445,,
Greece,GRC,1990,82.78815499999999,,
Greece,GRC,1991,80.28654083333333,,
Greece,GRC,1992,81.35301416666667,,
Greece,GRC,1993,83.30685416666667,,
Greece,GRC,1994,85.60610166666666,,
Greece,GRC,1995,87.34246416666666,,
Greece,GRC,1996,83.61039833333334,,
Greece,GRC,1997,89.62310833333333,,
Greece,GRC,1998,94.50538,,
Greece,GRC,1999,93.43890666666664,,
Greece,GRC,2000,95.61720333333334,,
Greece,GRC,2001,97.59896,,
Greece,GRC,2002,99.80981833333333,,
Greece,GRC,2003,95.08688,,
Greece,GRC,2004,99.39928166666668,,
Greece,GRC,2005,99.29694,,
Greece,GRC,2006,95.02058666666666,,
Greece,GRC,2007,97.56522833333334,,
Greece,GRC,2008,94.546085,,
Greece,GRC,2009,95.08571583333334,,
Greece,GRC,2010,85.07810083333334,,
Greece,GRC,2011,87.28198583333334,,
Greece,GRC,2012,93.55986333333333,,
Greece,GRC,2013,78.25012666666666,,
Greece,GRC,2014,74.24824833333334,,
Greece,GRC,2015,66.00332027777777,,
Greece,GRC,2016,46.20090777777778,,
Greece,GRC,2017,53.11735,,
Greece,GRC,2018,49.71599388888889,,
Greece,GRC,2019,59.63286,,
Greece,GRC,2020,30.49277638888889,,
Hungary,HUN,1981,83.50741888888889,,
Hungary,HUN,1982,83.7017761111111,,
Hungary,HUN,1983,80.29270027777777,,
Hungary,HUN,1984,78.43279,,
Hungary,HUN,1985,76.24481138888889,,
Hungary,HUN,1986,72.13165027777778,,
Hungary,HUN,1987,71.60767527777779,,
Hungary,HUN,1988,65.99191722222223,,
Hungary,HUN,1989,63.11499555555556,,
Hungary,HUN,1990,57.09429805555556,,
Hungary,HUN,1991,55.17229333333333,,
Hungary,HUN,1992,50.173681388888895,,
Hungary,HUN,1993,43.22422361111111,,
Hungary,HUN,1994,41.21289361111111,,
Hungary,HUN,1995,41.92777694444444,,
Hungary,HUN,1996,44.78287972222222,,
Hungary,HUN,1997,46.77155,,
Hungary,HUN,1998,42.74977694444444,,
Hungary,HUN,1999,39.51658222222222,,
Hungary,HUN,2000,38.56221083333333,,
Hungary,HUN,2001,35.13605611111112,,
Hungary,HUN,2002,34.42073055555555,,
Hungary,HUN,2003,35.54514388888889,,
Hungary,HUN,2004,27.06829583333333,,
Hungary,HUN,2005,20.33093805555556,,
Hungary,HUN,2006,20.429246388888888,,
Hungary,HUN,2007,20.61780361111111,,
Hungary,HUN,2008,19.69616083333333,,
Hungary,HUN,2009,18.09680333333333,,
Hungary,HUN,2010,18.529765,,
Hungary,HUN,2011,19.136536944444444,,
Hungary,HUN,2012,18.68322277777778,,
Hungary,HUN,2013,18.74430361111111,,
Hungary,HUN,2014,18.467916666666667,,
Hungary,HUN,2015,17.657643055555557,,
Hungary,HUN,2016,17.008642499999997,,
Hungary,HUN,2017,14.923139166666669,,
Hungary,HUN,2018,14.784615277777778,,
Hungary,HUN,2019,11.554311944444445,,
Hungary,HUN,2020,10.335887777777778,,
India,IND,1981,741.7437705555556,174.15925,19.78178138888889
India,IND,1982,734.2449466666666,231.21603,25.9345625
India,IND,1983,776.8370233333334,294.89028,30.85775
India,IND,1984,815.0645816666668,327.89622,35.34059388888888
India,IND,1985,841.7091413888888,351.24926000000005,43.22828138888889
India,IND,1986,905.4258408333332,367.76386,60.40024388888889
India,IND,1987,992.4842980555557,356.85492000000005,69.57700750000001
India,IND,1988,1055.135536666667,375.4861800000001,81.504885
India,IND,1989,1147.4272988888888,400.64187,96.90459638888888
India,IND,1990,1236.1666416666667,397.40873,115.92735
India,IND,1991,1321.8241572222223,374.2534,129.1080175
India,IND,1992,1395.09842,339.43318000000005,144.346895
India,IND,1993,1441.3691508333332,324.18625000000003,146.67085138888888
India,IND,1994,1466.0951438888887,376.55614,158.56918000000002
India,IND,1995,1547.9033094444444,426.20461,180.77829
India,IND,1996,1658.954409166667,404.724,197.31721638888888
India,IND,1997,1713.905461111111,413.85355,214.5263313888889
India,IND,1998,1703.4461805555554,403.50285,235.42875138888888
India,IND,1999,1666.204333611111,402.56082,241.233685
India,IND,2000,1771.1917686111112,397.32732,253.6269313888889
India,IND,2001,1793.7571027777776,397.47851,254.277485
India,IND,2002,1873.271523611111,409.86446,265.544125
India,IND,2003,1954.7338625,411.56244,284.268985
India,IND,2004,2110.971557222222,422.57605000000007,281.377635
India,IND,2005,2207.1597905555554,406.17775,285.12137499999994
India,IND,2006,2303.6852280555554,419.20335000000006,281.868125
India,IND,2007,2446.7547802777776,423.80883000000006,289.645125
India,IND,2008,2647.5125172222224,439.53259,293.918625
India,IND,2009,2857.7709750000004,441.915577,361.49938777777777
India,IND,2010,2937.109108333333,479.97018141,474.29187722222224
India,IND,2011,2915.2169166666667,498.69799367,429.3339436111111
India,IND,2012,2966.210461111111,494.84043897,372.6782280555555
India,IND,2013,2974.1167638888887,493.9333106,310.6312811111111
India,IND,2014,3133.723813888889,484.2786908719,293.5521822222222
India,IND,2015,3268.103052777777,478.8304269888,281.4278108333333
India,IND,2016,3301.831066666666,467.7918370281,265.8231588888889
India,IND,2017,3329.7528805555557,470.29050310240007,276.93324333333334
India,IND,2018,3555.3446833333333,459.93916694140006,274.9293025
India,IND,2019,3499.0117111111117,437.4910111866001,269.0600513888889
India,IND,2020,3522.9658138888885,408.7676367934,237.6055636111111
India,IND,1965,,35.14586,
India,IND,1966,,54.044610000000006,
India,IND,1967,,65.90721,
India,IND,1968,,68.07039,
India,IND,1969,,78.18849,
India,IND,1970,,79.18867,6.32846611111111
India,IND,1971,,83.56155,6.7062188888888885
India,IND,1972,,85.74799,7.355906388888889
India,IND,1973,,83.71274000000001,7.336656388888889
India,IND,1974,,87.10870000000001,8.303968888888889
India,IND,1975,,96.33129,10.6308125
India,IND,1976,,100.70417000000002,12.914343888888888
India,IND,1977,,118.45155,13.792625
India,IND,1978,,131.08173000000002,15.4048125
India,IND,1979,,149.31757000000002,19.1585625
India,IND,1980,,109.31037,11.331031388888889
Indonesia,IDN,1981,2.7412375,929.9591431019,190.5155
Indonesia,IDN,1982,4.043325277777777,774.3696894823,193.662
Indonesia,IDN,1983,4.454510833333334,822.0524749088,220.9655
Indonesia,IDN,1984,10.074047777777777,870.9994935540001,297.9025
Indonesia,IDN,1985,13.7061875,771.5318943525001,327.845
Indonesia,IDN,1986,17.749513055555557,818.3999188461001,341.14149999999995
Indonesia,IDN,1987,20.76487416666667,812.0570251214,364.4865
Indonesia,IDN,1988,30.77039111111111,782.5797545862,398.083
Indonesia,IDN,1989,59.62191611111111,833.0606903333,418.789
Indonesia,IDN,1990,73.5336963888889,865.6618941218002,445.39827083333336
Indonesia,IDN,1991,94.84681805555554,942.0945131219,489.0921175
Indonesia,IDN,1992,153.2351775,892.3740540034,518.3108308333333
