Entity,Code,Year,Annual CO2 emissions from gas
Kazakhstan,KAZ,1954,171094
Kazakhstan,KAZ,1955,205934
Kazakhstan,KAZ,1956,280945
Kazakhstan,KAZ,1957,444427
Kazakhstan,KAZ,1958,674516
Kazakhstan,KAZ,1959,873149
Kazakhstan,KAZ,1960,1135518
Kazakhstan,KAZ,1961,1516172
Kazakhstan,KAZ,1962,1945165
Kazakhstan,KAZ,1963,2431626
Kazakhstan,KAZ,1964,3017800
Kazakhstan,KAZ,1965,3548746
Kazakhstan,KAZ,1966,3982792
Kazakhstan,KAZ,1967,4445104
Kazakhstan,KAZ,1968,4916033
Kazakhstan,KAZ,1969,5331954
Kazakhstan,KAZ,1970,4876125
Kazakhstan,KAZ,1971,5626060
Kazakhstan,KAZ,1972,5972352
Kazakhstan,KAZ,1973,6402693
Kazakhstan,KAZ,1974,6896975
Kazakhstan,KAZ,1975,7607494
Kazakhstan,KAZ,1976,8437549
Kazakhstan,KAZ,1977,9138271
Kazakhstan,KAZ,1978,9752289
Kazakhstan,KAZ,1979,10463020
Kazakhstan,KAZ,1980,10866197
Kazakhstan,KAZ,1981,12119146
Kazakhstan,KAZ,1982,12902980
Kazakhstan,KAZ,1983,14050962
Kazakhstan,KAZ,1984,15420224
Kazakhstan,KAZ,1985,16605284
Kazakhstan,KAZ,1986,15818563
Kazakhstan,KAZ,1987,18470506
Kazakhstan,KAZ,1988,19930405
Kazakhstan,KAZ,1989,20318573
Kazakhstan,KAZ,1990,28206459
Kazakhstan,KAZ,1991,26892668
Kazakhstan,KAZ,1992,25878458
Kazakhstan,KAZ,1993,24057671
Kazakhstan,KAZ,1994,22653061
Kazakhstan,KAZ,1995,18152093
Kazakhstan,KAZ,1996,16168426
Kazakhstan,KAZ,1997,15378917
Kazakhstan,KAZ,1998,14677910
Kazakhstan,KAZ,1999,10029351
Kazakhstan,KAZ,2000,15108851
Kazakhstan,KAZ,2001,11561870
Kazakhstan,KAZ,2002,14961209
Kazakhstan,KAZ,2003,16981113
Kazakhstan,KAZ,2004,18307657
Kazakhstan,KAZ,2005,19421273
Kazakhstan,KAZ,2006,28929180
Kazakhstan,KAZ,2007,24973470
Kazakhstan,KAZ,2008,31137023
Kazakhstan,KAZ,2009,30999129
Kazakhstan,KAZ,2010,35477979
Kazakhstan,KAZ,2011,39972480
Kazakhstan,KAZ,2012,35277212
Kazakhstan,KAZ,2013,31962202
Kazakhstan,KAZ,2014,44463733
Kazakhstan,KAZ,2015,53290270
Kazakhstan,KAZ,2016,55388781
Kazakhstan,KAZ,2017,63500146
Kazakhstan,KAZ,2018,69414089
Kazakhstan,KAZ,2019,65421600
Kuwait,KWT,1960,1806352
Kuwait,KWT,1961,1883296
Kuwait,KWT,1962,2543469
Kuwait,KWT,1963,2916544
Kuwait,KWT,1964,3216526
Kuwait,KWT,1965,3443803
Kuwait,KWT,1966,4763200
Kuwait,KWT,1967,5198467
Kuwait,KWT,1968,6409383
Kuwait,KWT,1969,7155792
Kuwait,KWT,1970,3916816
Kuwait,KWT,1971,4048720
Kuwait,KWT,1972,4785184
Kuwait,KWT,1973,5357578
Kuwait,KWT,1974,5709595
Kuwait,KWT,1975,6082240
Kuwait,KWT,1976,6420602
Kuwait,KWT,1977,7022393
Kuwait,KWT,1978,7921568
Kuwait,KWT,1979,6590168
Kuwait,KWT,1980,13945184
Kuwait,KWT,1981,11519616
Kuwait,KWT,1982,8799404
Kuwait,KWT,1983,9665632
Kuwait,KWT,1984,10460720
Kuwait,KWT,1985,10396075
Kuwait,KWT,1986,13454208
Kuwait,KWT,1987,14447152
Kuwait,KWT,1988,14293264
Kuwait,KWT,1989,17352704
Kuwait,KWT,1990,13969479
Kuwait,KWT,1991,1436288
Kuwait,KWT,1992,7448912
Kuwait,KWT,1993,15183616
Kuwait,KWT,1994,14582720
Kuwait,KWT,1995,17810704
Kuwait,KWT,1996,17854672
Kuwait,KWT,1997,17792384
Kuwait,KWT,1998,17980524
Kuwait,KWT,1999,16456143
Kuwait,KWT,2000,20685526
Kuwait,KWT,2001,20241225
Kuwait,KWT,2002,18151456
Kuwait,KWT,2003,21152272
Kuwait,KWT,2004,22764432
Kuwait,KWT,2005,25527088
Kuwait,KWT,2006,26234240
Kuwait,KWT,2007,25539329
Kuwait,KWT,2008,26618960
Kuwait,KWT,2009,24101792
Kuwait,KWT,2010,28132192
Kuwait,KWT,2011,32857357
Kuwait,KWT,2012,34731056
Kuwait,KWT,2013,34566176
Kuwait,KWT,2014,34281763
Kuwait,KWT,2015,39067054
Kuwait,KWT,2016,41595226
Kuwait,KWT,2017,42306021
Kuwait,KWT,2018,42555464
Kuwait,KWT,2019,47311451
Kyrgyzstan,KGZ,1921,86
Kyrgyzstan,KGZ,1922,79
Kyrgyzstan,KGZ,1923,55
Kyrgyzstan,KGZ,1924,455
Kyrgyzstan,KGZ,1925,772
Kyrgyzstan,KGZ,1926,908
Kyrgyzstan,KGZ,1927,946
Kyrgyzstan,KGZ,1928,1034
Kyrgyzstan,KGZ,1929,1286
Kyrgyzstan,KGZ,1930,1627
Kyrgyzstan,KGZ,1931,2686
Kyrgyzstan,KGZ,1932,3229
Kyrgyzstan,KGZ,1933,3804
Kyrgyzstan,KGZ,1934,4908
Kyrgyzstan,KGZ,1935,5774
Kyrgyzstan,KGZ,1936,7195
Kyrgyzstan,KGZ,1937,7646
Kyrgyzstan,KGZ,1938,7715
Kyrgyzstan,KGZ,1939,7714
Kyrgyzstan,KGZ,1940,11279
Kyrgyzstan,KGZ,1945,11477
Kyrgyzstan,KGZ,1946,13135
Kyrgyzstan,KGZ,1947,16081
Kyrgyzstan,KGZ,1948,17774
Kyrgyzstan,KGZ,1949,18362
Kyrgyzstan,KGZ,1950,24251
Kyrgyzstan,KGZ,1951,26239
Kyrgyzstan,KGZ,1952,26718
Kyrgyzstan,KGZ,1953,28702
Kyrgyzstan,KGZ,1954,31346
Kyrgyzstan,KGZ,1955,37578
Kyrgyzstan,KGZ,1956,50830
Kyrgyzstan,KGZ,1957,79774
Kyrgyzstan,KGZ,1958,119676
Kyrgyzstan,KGZ,1959,153332
Kyrgyzstan,KGZ,1960,196682
Kyrgyzstan,KGZ,1961,258389
Kyrgyzstan,KGZ,1962,325129
Kyrgyzstan,KGZ,1963,402424
Kyrgyzstan,KGZ,1964,495100
Kyrgyzstan,KGZ,1965,577880
Kyrgyzstan,KGZ,1966,644049
Kyrgyzstan,KGZ,1967,709381
Kyrgyzstan,KGZ,1968,774332
Kyrgyzstan,KGZ,1969,832156
Kyrgyzstan,KGZ,1970,761282
Kyrgyzstan,KGZ,1971,864523
Kyrgyzstan,KGZ,1972,910697
Kyrgyzstan,KGZ,1973,964946
Kyrgyzstan,KGZ,1974,1026397
Kyrgyzstan,KGZ,1975,1125112
Kyrgyzstan,KGZ,1976,1245649
Kyrgyzstan,KGZ,1977,1342636
Kyrgyzstan,KGZ,1978,1413616
Kyrgyzstan,KGZ,1979,1520085
Kyrgyzstan,KGZ,1980,1587213
Kyrgyzstan,KGZ,1981,1728995
Kyrgyzstan,KGZ,1982,1842081
Kyrgyzstan,KGZ,1983,1997729
Kyrgyzstan,KGZ,1984,2190835
Kyrgyzstan,KGZ,1985,2409187
Kyrgyzstan,KGZ,1986,2310854
Kyrgyzstan,KGZ,1987,2731351
Kyrgyzstan,KGZ,1988,2934475
Kyrgyzstan,KGZ,1989,2966574
Kyrgyzstan,KGZ,1990,3141426
Kyrgyzstan,KGZ,1991,3146330
Kyrgyzstan,KGZ,1992,3074096
Kyrgyzstan,KGZ,1993,2315648
Kyrgyzstan,KGZ,1994,1715776
Kyrgyzstan,KGZ,1995,1729408
Kyrgyzstan,KGZ,1996,2022528
Kyrgyzstan,KGZ,1997,1663456
Kyrgyzstan,KGZ,1998,1952912
Kyrgyzstan,KGZ,1999,1150496
Kyrgyzstan,KGZ,2000,1311712
Kyrgyzstan,KGZ,2001,1342299
Kyrgyzstan,KGZ,2002,1700096
Kyrgyzstan,KGZ,2003,1403312
Kyrgyzstan,KGZ,2004,1531552
Kyrgyzstan,KGZ,2005,1414304
Kyrgyzstan,KGZ,2006,1477590
Kyrgyzstan,KGZ,2007,1472928
Kyrgyzstan,KGZ,2008,1429653
Kyrgyzstan,KGZ,2009,622880
Kyrgyzstan,KGZ,2010,564256
Kyrgyzstan,KGZ,2011,637536
Kyrgyzstan,KGZ,2012,817072
Kyrgyzstan,KGZ,2013,626544
Kyrgyzstan,KGZ,2014,516624
Kyrgyzstan,KGZ,2015,523952
Kyrgyzstan,KGZ,2016,545936
Kyrgyzstan,KGZ,2017,578912
Kyrgyzstan,KGZ,2018,672139
Kyrgyzstan,KGZ,2019,631579
Latvia,LVA,1921,191
Latvia,LVA,1922,173
Latvia,LVA,1923,120
Latvia,LVA,1924,1063
Latvia,LVA,1925,1733
Latvia,LVA,1926,2242
Latvia,LVA,1927,2372
Latvia,LVA,1928,2715
Latvia,LVA,1929,3189
Latvia,LVA,1930,3493
Latvia,LVA,1931,5737
Latvia,LVA,1932,7530
Latvia,LVA,1933,9289
Latvia,LVA,1934,12309
Latvia,LVA,1935,14923
Latvia,LVA,1936,18935
Latvia,LVA,1937,19919
Latvia,LVA,1938,20023
Latvia,LVA,1939,20058
Latvia,LVA,1940,31476
Latvia,LVA,1945,34226
Latvia,LVA,1946,38895
Latvia,LVA,1947,47461
Latvia,LVA,1948,51653
Latvia,LVA,1949,52999
Latvia,LVA,1950,69775
Latvia,LVA,1951,75607
Latvia,LVA,1952,75701
Latvia,LVA,1953,80092
Latvia,LVA,1954,86966
Latvia,LVA,1955,103071
Latvia,LVA,1956,135781
Latvia,LVA,1957,208085
Latvia,LVA,1958,301891
Latvia,LVA,1959,376606
Latvia,LVA,1960,466896
Latvia,LVA,1961,588895
Latvia,LVA,1962,708159
Latvia,LVA,1963,854519
Latvia,LVA,1964,1028075
Latvia,LVA,1965,1180718
Latvia,LVA,1966,1297906
Latvia,LVA,1967,1391839
Latvia,LVA,1968,1479906
Latvia,LVA,1969,1561613
Latvia,LVA,1970,1436707
Latvia,LVA,1971,1610777
Latvia,LVA,1972,1671067
Latvia,LVA,1973,1739723
Latvia,LVA,1974,1814431
Latvia,LVA,1975,1969560
Latvia,LVA,1976,2171167
Latvia,LVA,1977,2320739
Latvia,LVA,1978,2391563
Latvia,LVA,1979,2544886
Latvia,LVA,1980,2675045
Latvia,LVA,1981,2808458
Latvia,LVA,1982,2983973
Latvia,LVA,1983,3209283
Latvia,LVA,1984,3502033
Latvia,LVA,1985,3952752
Latvia,LVA,1986,3836762
Latvia,LVA,1987,4573965
Latvia,LVA,1988,4917599
Latvia,LVA,1989,4904669
Latvia,LVA,1990,5493226
Latvia,LVA,1991,5454966
Latvia,LVA,1992,3976077
Latvia,LVA,1993,2593993
Latvia,LVA,1994,1874322
Latvia,LVA,1995,2297133
Latvia,LVA,1996,1976588
Latvia,LVA,1997,2417490
Latvia,LVA,1998,2370038
Latvia,LVA,1999,2264463
Latvia,LVA,2000,2504234
Latvia,LVA,2001,2905579
Latvia,LVA,2002,2979214
Latvia,LVA,2003,3091749
Latvia,LVA,2004,3071750
Latvia,LVA,2005,3151856
Latvia,LVA,2006,3261517
Latvia,LVA,2007,3146682
Latvia,LVA,2008,3084859
Latvia,LVA,2009,2827001
Latvia,LVA,2010,3392969
Latvia,LVA,2011,2975287
Latvia,LVA,2012,2792478
Latvia,LVA,2013,2728688
Latvia,LVA,2014,2448369
Latvia,LVA,2015,2505960
Latvia,LVA,2016,2607191
Latvia,LVA,2017,2299365
Latvia,LVA,2018,2703732
Latvia,LVA,2019,2586096
Lebanon,LBN,2009,95247
Lebanon,LBN,2010,483648
Libya,LBY,1978,1494912
Libya,LBY,1979,2337303
Libya,LBY,1980,2318996
Libya,LBY,1981,3356224
Libya,LBY,1982,1388656
Libya,LBY,1983,3729952
Libya,LBY,1984,5616912
Libya,LBY,1985,6298416
Libya,LBY,1986,8848560
Libya,LBY,1987,7939888
Libya,LBY,1988,8343769
Libya,LBY,1989,10691552
Libya,LBY,1990,9272657
Libya,LBY,1991,9272789
Libya,LBY,1992,9214960
Libya,LBY,1993,8897032
Libya,LBY,1994,9178320
Libya,LBY,1995,9064011
Libya,LBY,1996,9757232
Libya,LBY,1997,10188751
Libya,LBY,1998,10188760
Libya,LBY,1999,7925232
Libya,LBY,2000,9497088
Libya,LBY,2001,10076000
Libya,LBY,2002,10431408
Libya,LBY,2003,10563312
Libya,LBY,2004,12864304
Libya,LBY,2005,11038852
Libya,LBY,2006,12050896
Libya,LBY,2007,12106752
Libya,LBY,2008,12575678
Libya,LBY,2009,11234541
Libya,LBY,2010,13196940
Libya,LBY,2011,10167600
Libya,LBY,2012,10709872
Libya,LBY,2013,13271008
Libya,LBY,2014,11104888
Libya,LBY,2015,8394224
Libya,LBY,2016,9533728
Libya,LBY,2017,8412544
Libya,LBY,2018,8398932
Libya,LBY,2019,8435004
Liechtenstein,LIE,1990,25588
Liechtenstein,LIE,1991,31042
Liechtenstein,LIE,1992,34773
Liechtenstein,LIE,1993,37529
Liechtenstein,LIE,1994,38123
Liechtenstein,LIE,1995,41666
Liechtenstein,LIE,1996,47648
Liechtenstein,LIE,1997,46212
Liechtenstein,LIE,1998,50928
Liechtenstein,LIE,1999,54785
Liechtenstein,LIE,2000,53925
Liechtenstein,LIE,2001,59671
Liechtenstein,LIE,2002,61136
Liechtenstein,LIE,2003,65397
Liechtenstein,LIE,2004,69088
Liechtenstein,LIE,2005,72096
Liechtenstein,LIE,2006,73436
Liechtenstein,LIE,2007,70655
Liechtenstein,LIE,2008,72827
Liechtenstein,LIE,2009,57518
Liechtenstein,LIE,2010,60561
Liechtenstein,LIE,2011,53565
Liechtenstein,LIE,2012,54500
Liechtenstein,LIE,2013,57814
Liechtenstein,LIE,2014,48059
Liechtenstein,LIE,2015,51305
Liechtenstein,LIE,2016,50975
Liechtenstein,LIE,2017,53481
Liechtenstein,LIE,2018,49659
Liechtenstein,LIE,2019,50438
Lithuania,LTU,1921,415
Lithuania,LTU,1922,376
Lithuania,LTU,1923,260
Lithuania,LTU,1924,2359
Lithuania,LTU,1925,3791
Lithuania,LTU,1926,5075
Lithuania,LTU,1927,5402
Lithuania,LTU,1928,6282
Lithuania,LTU,1929,7216
Lithuania,LTU,1930,7493
Lithuania,LTU,1931,12292
Lithuania,LTU,1932,16634
Lithuania,LTU,1933,20948
Lithuania,LTU,1934,28094
Lithuania,LTU,1935,34431
Lithuania,LTU,1936,44091
Lithuania,LTU,1937,46286
Lithuania,LTU,1938,46615
Lithuania,LTU,1939,46774
Lithuania,LTU,1940,74326
Lithuania,LTU,1945,83888
Lithuania,LTU,1946,94728
Lithuania,LTU,1947,115270
Lithuania,LTU,1948,124238
Lithuania,LTU,1949,126977
Lithuania,LTU,1950,166624
Lithuania,LTU,1951,180467
Lithuania,LTU,1952,179159
Lithuania,LTU,1953,188098
Lithuania,LTU,1954,203457
Lithuania,LTU,1955,239808
Lithuania,LTU,1956,312489
Lithuania,LTU,1957,474080
Lithuania,LTU,1958,678504
Lithuania,LTU,1959,836967
Lithuania,LTU,1960,1023425
Lithuania,LTU,1961,1272258
Lithuania,LTU,1962,1507008
Lithuania,LTU,1963,1805923
Lithuania,LTU,1964,2159840
Lithuania,LTU,1965,2467608
Lithuania,LTU,1966,2700196
Lithuania,LTU,1967,2874765
Lithuania,LTU,1968,3036452
Lithuania,LTU,1969,3190793
Lithuania,LTU,1970,2937621
Lithuania,LTU,1971,3255865
Lithuania,LTU,1972,3369100
Lithuania,LTU,1973,3489286
Lithuania,LTU,1974,3620741
Lithuania,LTU,1975,3919768
Lithuania,LTU,1976,4316579
Lithuania,LTU,1977,4605147
Lithuania,LTU,1978,4725491
Lithuania,LTU,1979,5046620
Lithuania,LTU,1980,5315414
Lithuania,LTU,1981,5536118
Lithuania,LTU,1982,5885097
Lithuania,LTU,1983,6319464
Lithuania,LTU,1984,6891845
Lithuania,LTU,1985,7831170
Lithuania,LTU,1986,7620175
Lithuania,LTU,1987,9110680
Lithuania,LTU,1988,9751847
Lithuania,LTU,1989,9695839
Lithuania,LTU,1990,10583082
Lithuania,LTU,1991,10916733
Lithuania,LTU,1992,6290001
Lithuania,LTU,1993,3413910
Lithuania,LTU,1994,3978810
Lithuania,LTU,1995,4565558
Lithuania,LTU,1996,4926515
Lithuania,LTU,1997,4547781
Lithuania,LTU,1998,4000729
Lithuania,LTU,1999,4031561
Lithuania,LTU,2000,4530097
Lithuania,LTU,2001,4642064
Lithuania,LTU,2002,4738516
Lithuania,LTU,2003,5127024
Lithuania,LTU,2004,5177496
Lithuania,LTU,2005,5552448
Lithuania,LTU,2006,5517216
Lithuania,LTU,2007,6551531
Lithuania,LTU,2008,5836171
Lithuania,LTU,2009,4921129
Lithuania,LTU,2010,5663373
Lithuania,LTU,2011,6159967
Lithuania,LTU,2012,5936893
Lithuania,LTU,2013,4913358
Lithuania,LTU,2014,4633849
Lithuania,LTU,2015,4647208
Lithuania,LTU,2016,4146815
Lithuania,LTU,2017,4277118
Lithuania,LTU,2018,3947881
Lithuania,LTU,2019,3804102
Luxembourg,LUX,1966,10989
Luxembourg,LUX,1967,7328
Luxembourg,LUX,1968,10989
Luxembourg,LUX,1969,18320
Luxembourg,LUX,1970,47632
Luxembourg,LUX,1971,62288
Luxembourg,LUX,1972,267472
Luxembourg,LUX,1973,501838
Luxembourg,LUX,1974,670512
Luxembourg,LUX,1975,784096
Luxembourg,LUX,1976,897680
Luxembourg,LUX,1977,945312
Luxembourg,LUX,1978,1040576
Luxembourg,LUX,1979,1080880
Luxembourg,LUX,1980,970960
Luxembourg,LUX,1981,743503
Luxembourg,LUX,1982,622880
Luxembourg,LUX,1983,593568
Luxembourg,LUX,1984,637536
Luxembourg,LUX,1985,692496
Luxembourg,LUX,1986,692496
Luxembourg,LUX,1987,784428
Luxembourg,LUX,1988,813074
Luxembourg,LUX,1989,926992
Luxembourg,LUX,1990,1035803
Luxembourg,LUX,1991,1074272
Luxembourg,LUX,1992,1121533
Luxembourg,LUX,1993,1160558
Luxembourg,LUX,1994,1173529
Luxembourg,LUX,1995,1342809
Luxembourg,LUX,1996,1461488
Luxembourg,LUX,1997,1491388
Luxembourg,LUX,1998,1495254
Luxembourg,LUX,1999,1546433
Luxembourg,LUX,2000,1609222
Luxembourg,LUX,2001,1780522
Luxembourg,LUX,2002,2540122
Luxembourg,LUX,2003,2575653
Luxembourg,LUX,2004,2859274
Luxembourg,LUX,2005,2828806
Luxembourg,LUX,2006,2958017
Luxembourg,LUX,2007,2730793
Luxembourg,LUX,2008,2593811
Luxembourg,LUX,2009,2658378
Luxembourg,LUX,2010,2841718
Luxembourg,LUX,2011,2463911
Luxembourg,LUX,2012,2499640
Luxembourg,LUX,2013,2113295
Luxembourg,LUX,2014,2004356
Luxembourg,LUX,2015,1828497
Luxembourg,LUX,2016,1679816
Luxembourg,LUX,2017,1657589
Luxembourg,LUX,2018,1618427
Luxembourg,LUX,2019,1619292
Macao,MAC,2008,158064
Macao,MAC,2009,179536
Macao,MAC,2010,297667
Macao,MAC,2011,142896
Macao,MAC,2014,113311
Macao,MAC,2015,3664
Macao,MAC,2016,18320
Macao,MAC,2017,337088
Macao,MAC,2018,333274
Macao,MAC,2019,303464
Malaysia,MYS,1950,111935
Malaysia,MYS,1951,103909
Malaysia,MYS,1952,101199
Malaysia,MYS,1953,114581
Malaysia,MYS,1954,108833
Malaysia,MYS,1955,153238
Malaysia,MYS,1956,152899
Malaysia,MYS,1957,139087
Malaysia,MYS,1958,135439
Malaysia,MYS,1959,139072
Malaysia,MYS,1960,146432
Malaysia,MYS,1961,131904
Malaysia,MYS,1962,135568
Malaysia,MYS,1963,106256
Malaysia,MYS,1964,98879
Malaysia,MYS,1965,98971
Malaysia,MYS,1966,113584
Malaysia,MYS,1967,139232
Malaysia,MYS,1968,135568
Malaysia,MYS,1969,197856
Malaysia,MYS,1970,43957
Malaysia,MYS,1971,164880
Malaysia,MYS,1972,227215
Malaysia,MYS,1973,227168
Malaysia,MYS,1974,476320
Malaysia,MYS,1975,575248
Malaysia,MYS,1976,681609
Malaysia,MYS,1977,626544
Malaysia,MYS,1978,106256
Malaysia,MYS,1979,117248
Malaysia,MYS,1980,139250
Malaysia,MYS,1981,153888
Malaysia,MYS,1982,168544
Malaysia,MYS,1983,740128
Malaysia,MYS,1984,1645310
Malaysia,MYS,1985,3385536
Malaysia,MYS,1986,6533511
Malaysia,MYS,1987,7676080
Malaysia,MYS,1988,6444976
Malaysia,MYS,1989,6891984
Malaysia,MYS,1990,6836567
Malaysia,MYS,1991,13292992
Malaysia,MYS,1992,16004352
Malaysia,MYS,1993,22027045
Malaysia,MYS,1994,22390704
Malaysia,MYS,1995,42007760
Malaysia,MYS,1996,36251616
Malaysia,MYS,1997,35440803
Malaysia,MYS,1998,35940176
Malaysia,MYS,1999,37959040
Malaysia,MYS,2000,49672848
Malaysia,MYS,2001,48582295
Malaysia,MYS,2002,49025644
Malaysia,MYS,2003,61881296
Malaysia,MYS,2004,59217568
Malaysia,MYS,2005,64079696
Malaysia,MYS,2006,69546384
Malaysia,MYS,2007,65439040
Malaysia,MYS,2008,72632787
Malaysia,MYS,2009,65442704
Malaysia,MYS,2010,60807744
Malaysia,MYS,2011,64784271
Malaysia,MYS,2012,66287967
Malaysia,MYS,2013,75317184
Malaysia,MYS,2014,78407126
Malaysia,MYS,2015,77212683
Malaysia,MYS,2016,73524393
Malaysia,MYS,2017,70425744
Malaysia,MYS,2018,64159979
Malaysia,MYS,2019,66116922
Malta,MLT,1990,56
Malta,MLT,1991,113
Malta,MLT,1992,56
Malta,MLT,1993,69
Malta,MLT,1994,78
Malta,MLT,1995,83
Malta,MLT,1996,46
Malta,MLT,1997,74
Malta,MLT,1998,67
Malta,MLT,1999,46
Malta,MLT,2000,29
Malta,MLT,2001,68
Malta,MLT,2002,57
Malta,MLT,2003,32
Malta,MLT,2004,52
Malta,MLT,2005,86
Malta,MLT,2006,31
Malta,MLT,2007,34
Malta,MLT,2008,20
Malta,MLT,2009,32
Malta,MLT,2010,32
Malta,MLT,2011,43
Malta,MLT,2012,11
Malta,MLT,2013,11
Malta,MLT,2014,23
Malta,MLT,2015,23
Malta,MLT,2016,12
Malta,MLT,2017,552342
Malta,MLT,2018,680744
Malta,MLT,2019,691420
Mexico,MEX,1925,274818
Mexico,MEX,1929,403040
Mexico,MEX,1930,560491
Mexico,MEX,1931,483648
Mexico,MEX,1932,472656
Mexico,MEX,1933,575248
Mexico,MEX,1934,637536
Mexico,MEX,1935,1110192
Mexico,MEX,1936,1308266
Mexico,MEX,1937,1791696
Mexico,MEX,1938,2037492
Mexico,MEX,1939,1971232
Mexico,MEX,1940,2095477
Mexico,MEX,1941,1762384
Mexico,MEX,1942,1674125
Mexico,MEX,1943,1344430
Mexico,MEX,1944,1341024
Mexico,MEX,1945,1399648
Mexico,MEX,1946,1788288
Mexico,MEX,1947,2183744
Mexico,MEX,1948,2290275
Mexico,MEX,1949,2333673
Mexico,MEX,1950,1535216
Mexico,MEX,1951,1659792
Mexico,MEX,1952,1941920
Mexico,MEX,1953,2066496
Mexico,MEX,1954,2205728
Mexico,MEX,1955,2330304
Mexico,MEX,1956,2476864
Mexico,MEX,1957,2634612
Mexico,MEX,1958,4583664
Mexico,MEX,1959,5147920
Mexico,MEX,1960,6379024
Mexico,MEX,1961,8035152
Mexico,MEX,1962,11848695
Mexico,MEX,1963,11658204
Mexico,MEX,1964,13453544
Mexico,MEX,1965,15765424
Mexico,MEX,1966,17011952
Mexico,MEX,1967,19814106
Mexico,MEX,1968,19825904
Mexico,MEX,1969,19594370
Mexico,MEX,1970,20610000
Mexico,MEX,1971,20086048
Mexico,MEX,1972,21555312
Mexico,MEX,1973,24021184
Mexico,MEX,1974,25091072
Mexico,MEX,1975,25718189
Mexico,MEX,1976,25182672
Mexico,MEX,1977,26501208
Mexico,MEX,1978,33503616
Mexico,MEX,1979,40882912
Mexico,MEX,1980,43792726
Mexico,MEX,1981,47309568
Mexico,MEX,1982,51842560
Mexico,MEX,1983,51900560
Mexico,MEX,1984,52446496
Mexico,MEX,1985,54582608
Mexico,MEX,1986,48438080
Mexico,MEX,1987,49120170
Mexico,MEX,1988,49632544
Mexico,MEX,1989,88156733
Mexico,MEX,1990,52923428
Mexico,MEX,1991,55267776
Mexico,MEX,1992,55612192
Mexico,MEX,1993,55066256
Mexico,MEX,1994,56901920
Mexico,MEX,1995,56920240
Mexico,MEX,1996,62745332
Mexico,MEX,1997,65771808
Mexico,MEX,1998,71088255
Mexico,MEX,1999,69802864
Mexico,MEX,2000,81201568
Mexico,MEX,2001,82887008
Mexico,MEX,2002,92170763
Mexico,MEX,2003,101903168
Mexico,MEX,2004,105646892
Mexico,MEX,2005,105515872
Mexico,MEX,2006,117936832
Mexico,MEX,2007,117273648
Mexico,MEX,2008,118567040
Mexico,MEX,2009,123432832
Mexico,MEX,2010,124121664
Mexico,MEX,2011,130706870
Mexico,MEX,2012,135726564
Mexico,MEX,2013,142276784
Mexico,MEX,2014,138502864
Mexico,MEX,2015,147976833
Mexico,MEX,2016,151455104
Mexico,MEX,2017,143251408
Mexico,MEX,2018,145817011
Mexico,MEX,2019,150967138
Moldova,MDA,1921,227
Moldova,MDA,1922,206
Moldova,MDA,1923,144
Moldova,MDA,1924,1229
Moldova,MDA,1925,2043
Moldova,MDA,1926,2518
Moldova,MDA,1927,2643
Moldova,MDA,1928,2970
Moldova,MDA,1929,3600
Moldova,MDA,1930,4233
Moldova,MDA,1931,6963
Moldova,MDA,1932,8753
Moldova,MDA,1933,10539
Moldova,MDA,1934,13786
Moldova,MDA,1935,16453
Moldova,MDA,1936,20703
Moldova,MDA,1937,21901
Moldova,MDA,1938,22084
Moldova,MDA,1939,22105
Moldova,MDA,1940,33160
Moldova,MDA,1945,34692
Moldova,MDA,1946,39606
Moldova,MDA,1947,48430
Moldova,MDA,1948,53193
Moldova,MDA,1949,54800
Moldova,MDA,1950,72295
Moldova,MDA,1951,78292
Moldova,MDA,1952,79146
Moldova,MDA,1953,84463
Moldova,MDA,1954,92033
Moldova,MDA,1955,109772
Moldova,MDA,1956,146677
Moldova,MDA,1957,227625
Moldova,MDA,1958,336055
Moldova,MDA,1959,425117
Moldova,MDA,1960,536383
Moldova,MDA,1961,690370
Moldova,MDA,1962,848773
Moldova,MDA,1963,1036210
Moldova,MDA,1964,1259186
Moldova,MDA,1965,1456952
Moldova,MDA,1966,1611948
Moldova,MDA,1967,1749945
Moldova,MDA,1968,1882651
Moldova,MDA,1969,2002606
Moldova,MDA,1970,1839503
Moldova,MDA,1971,2079057
Moldova,MDA,1972,2171017
Moldova,MDA,1973,2278633
Moldova,MDA,1974,2397375
Moldova,MDA,1975,2613347
Moldova,MDA,1976,2885272
Moldova,MDA,1977,3094563
Moldova,MDA,1978,3217930
Moldova,MDA,1979,3431466
Moldova,MDA,1980,3595899
Moldova,MDA,1981,3832203
Moldova,MDA,1982,4073526
Moldova,MDA,1983,4393884
Moldova,MDA,1984,4800583
Moldova,MDA,1985,5356134
Moldova,MDA,1986,5174927
Moldova,MDA,1987,6134490
Moldova,MDA,1988,6600205
Moldova,MDA,1989,6619153
Moldova,MDA,1990,6770407
Moldova,MDA,1991,6800855
Moldova,MDA,1992,6994576
Moldova,MDA,1993,5217536
Moldova,MDA,1994,5023344
Moldova,MDA,1995,5858736
Moldova,MDA,1996,6701456
Moldova,MDA,1997,3466144
Moldova,MDA,1998,3119890
Moldova,MDA,1999,2607229
Moldova,MDA,2000,1751392
Moldova,MDA,2001,1919936
Moldova,MDA,2002,1923600
Moldova,MDA,2003,2055504
Moldova,MDA,2004,2103136
Moldova,MDA,2005,2365069
